Date,DJIA
2016-08-18,18597.7
2016-08-19,18552.57
2016-08-20,18544.853333333333
2016-08-21,18537.136666666665
2016-08-22,18529.42
2016-08-23,18547.3
2016-08-24,18481.48
2016-08-25,18448.41
2016-08-26,18395.4
2016-08-27,18431.263333333336
2016-08-28,18467.126666666667
2016-08-29,18502.99
2016-08-30,18454.3
2016-08-31,18400.88
2016-09-01,18419.3
2016-09-02,18491.96
2016-09-03,18499.653333333332
2016-09-04,18507.346666666668
2016-09-05,18515.04
2016-09-06,18538.12
2016-09-07,18526.14
2016-09-08,18479.91
2016-09-09,18085.45
2016-09-10,18165.323333333334
2016-09-11,18245.196666666667
2016-09-12,18325.07
2016-09-13,18066.75
2016-09-14,18034.77
2016-09-15,18212.48
2016-09-16,18123.8
2016-09-17,18122.59
2016-09-18,18121.379999999997
2016-09-19,18120.17
2016-09-20,18129.96
2016-09-21,18293.7
2016-09-22,18392.46
2016-09-23,18261.45
2016-09-24,18205.91
2016-09-25,18150.370000000003
2016-09-26,18094.83
2016-09-27,18228.3
2016-09-28,18339.24
2016-09-29,18143.45
2016-09-30,18308.15
2016-10-01,18290.05
2016-10-02,18271.95
2016-10-03,18253.85
2016-10-04,18168.45
2016-10-05,18281.03
2016-10-06,18268.5
2016-10-07,18240.49
2016-10-08,18270.006666666668
2016-10-09,18299.523333333334
2016-10-10,18329.04
2016-10-11,18128.66
2016-10-12,18144.2
2016-10-13,18098.94
2016-10-14,18138.38
2016-10-15,18121.053333333333
2016-10-16,18103.72666666667
2016-10-17,18086.4
2016-10-18,18161.94
2016-10-19,18202.62
2016-10-20,18162.35
2016-10-21,18145.71
2016-10-22,18171.483333333334
2016-10-23,18197.256666666664
2016-10-24,18223.03
2016-10-25,18169.27
2016-10-26,18199.33
2016-10-27,18169.68
2016-10-28,18161.19
2016-10-29,18154.93333333333
2016-10-30,18148.676666666666
2016-10-31,18142.42
2016-11-01,18037.1
2016-11-02,17959.64
2016-11-03,17930.67
2016-11-04,17888.28
2016-11-05,18012.053333333333
2016-11-06,18135.826666666664
2016-11-07,18259.6
2016-11-08,18332.74
2016-11-09,18589.69
2016-11-10,18807.88
2016-11-11,18847.66
2016-11-12,18854.67
2016-11-13,18861.68
2016-11-14,18868.69
2016-11-15,18923.06
2016-11-16,18868.14
2016-11-17,18903.82
2016-11-18,18867.93
